Text,Target
how could work hashtag serious,0
heart goes out woman indignity what she sitting through,3
what mean tell glee getting less gleeful,1
awe love twooo come adventure someday,1
even painting orange hashtag terrible hashtag election2016,0
might pout star baker tho,1
hashtag taurus most part have perfect control over your emotions are careful not sulky around anyone,2
honestly dont know why unhappy most time want all stop hashtag unhappy hashtag depression hashtag itnevergoes,3
oh thats where brian was where was invite,0
houston might lose coach tomorrow or by midnight hashtag yikes hashtag offense,0
not turning up why am not surprised late work again,0
when life became such concern irrelevant ass people ill never know,0
sam dyson probably having flashbacks right about now,3
we worship at your feetnwhere wrath mercy meetnand guilty world washednby loves pure streamngraham kendrick,2
tesco why oh why cant visa electron accepted line am 55 not 15 hashtag shocking,0
by all accounts he was poor first half started showboating once game was safe hashtag bully,0
gosh hashtag anxiety attacks turning into hashtag panic attacks are fucking ugly,0
can sulk peace,3
eric couldnt help but laugh though made him wince pain hurt lot he wanted sit down somewhere,3
huns are like box coffee revels hashtag horrible,0
let them know its hashtag blues,3
gabriel would eventually start frowning gaining conciousness which was apparently really painful by how tears formed,3
dont read articles by people who rage about how horrible cybernats are got,0
another day another flight swear last ever flight take love out flying hashtag easyjet hashtag alwaysdelayed,0
can elliot friedman please stop talking are clueless havent seen ball since kickoff hashtag mope,0
shy person,3
like he really fucking asked,0
god ive been physically weak whole day much shaking,3
hashtag wtf allows hashtag gym hashtag bully hashtag atmosphere hashtag jumpship hashtag nasty hashtag atmosphere hashtag unprofessional,0
ive contacted hashtag service hashtag whathappenedtocustomerservice,0
although best semester far also most depressing because constantly reminded not meant greatness,3
or ding wearing look man whos found his arch enemy bed his missus hashtag angryman,0
u know u have too much ur mind when u find yourself cleaning stove kitchen by yourself at almost 3am hashtag pensive,3
they aint going away dont want see them hurt changing heartsminds really our only option no,3
pastor 15 feet away from shooting victim during protest says he skeptical official story hashtag shocking hashtag charlotteprotest hashtag charlotteriot,0
having worst week ever cant even go home yet sulk bed,3
first time slough checked out new station floor hashtag sad hashtag lifeontheroad,3
worry about typos any email simon draft attached or not,3
happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend love lots hashtag chapter22 hashtag bdaygirl hashtag love,1
lets get astrosas game going already were going need all 5 attendance cheer as victory,1
make heart shake bend break,3
night where depression winning hashtag depression hashtag fml hashtag help,3
love matthew parris political rage good,2
happy birthday jin young hashtag princejinyoungday hashtag happyjinyoungday hashtag got7 hashtag birthday,1
if hurts too much eat read somewhere marshmallows are good bc they are soft dont irritate,0
because offended by lies alexandria goddard doesnt mean derics friend or anything else purely fishin expedition,0
rangers v celtic ll,1
hashtag terencecutcher hashtag tulsa man onthe helicopter said he looks like bad dude problem when they see black they see bad hashtag sad,3
exactly what have been saying fb,3
timid but determined version rabid beasts beyond land growling beneath restrained breath rip myself,0
when hashtag life shows have hundred reasons cry show have hundred one reasons hashtag smile hashtag quotes,2
king never once spoke out about how left crushes hashtag freespeech publishing worldnn hashtag trump hashtag scifi hashtag ccot hashtag p2,0
how wonderful see show token man once hashtag glasgowgirls was uproarious gleeful important amp uplifting go see,1
great have as our tournament chair award was hashtag serious,1
same always say was best time life closed store down was depressing,3
never thought an angry oompa loompa would boggart but there have hashtag boggart hashtag presidenttrump hashtag nightmare,0
here we go again,3
all hell breaking loose charlotte hashtag charlotteprotest hashtag looting,0
how long they mourn,3
love love love hashtag fun hashtag relaxationiskey,1
though lately how bad depression has been feel like body like taking what little can get,3
he might donate money but wont stop shit pessimist,0
which onethe one where u threaten violence or phedophiliac u support or constitution violations he proposes,0
hashtag lethalweapon suicidal vet ptsd fucking funny let hilarity begin,1
sorry burst your bubble but isnt century anymore welcome 21st century,2
rather someone could help her concern clouded her green eyes not once having seen girl alone woods,3
very shy irl lately feel like everyones doing their own thing dont fit anywhere feel lonely,3
know youre proactively playful want press your boobs into face tatenashi not saying no though 3,1
havent watched favorite youtubers months its honestly made depression much worse,3
am going make lifes mission discourage anyone from using they rob blind,0
cell wont hold charge hashtag sadness should,3
smh remove ideologically bankrupt opportunistic establishment now theyre burning all bridges social contracts,0
well cucks among her ranks agree equally about their outrage black youths shot harambe,0
quinns short hair makes sad hashtag glee,3
would height hilarity were not fact adult swan highly likely attack,1
bad news fam life still hard awful hashtag depression hashtag atleastihavebuffy,3
we ashamed being an ally pakistan sacrificed almost 50000 civilians by siding war hashtag terror,0
sioux valley wins home competitive hashtag cheer invite score 158 dell rapids second at 138,1
hashtag twd comes soon hashtag happy,1
interesting topic evening sadness amp low mood hashtag mhchat,3
yeah tonight its time hashtag weekend hashtag mix set your hashtag alarm 8pm hashtag house hashtag deephouse hashtag ibiza,1
fear fearsome fury forest fawn,0
we are sourcenn hashtag mindset hashtag philosophy hashtag thoughtsbecomethings hashtag news hashtag lifehacks hashtag hashtag life hashtag pleasert hashtag problemsolving,2
hashtag pain an aspect hashtag human evolution evolution hashtag consciousness hashtag attachments hashtag desire hashtag apathy hashtag sentimentality hashtag tears hashtag o,3
henderson showing when times are hard he leaves or goes missing hashtag aflcatsswans hashtag seenitbefore hashtag lions hashtag blues,3
bloody parking ticket,0
three rs depress,3
shocking service your call centre staff evening transfer cut off after waiting forever speak someone,0
ill have hashtag eat way hashtag sobriety thisll hell journey back hashtag sober,3
swear god worst drug loving someone physical withdrawals arent bad emotional withdrawals sting little more,3
back cardiff after an amazing 10 days away hashtag depressing,3
want pour all tears someone right now tired hashtag upset,3
onus pakistan meaindia after hashtag uri hashtag terror attack,0
pine colada starburst nasty dont,0
watching avatar wondering why took long watch collapses joyous heap,1
question all cheerleaders who ages outnhow make senior year cheer more memorable,1
at 1201 tumblr became sentient at 102 tumblr posted gn animated gif about at 1203 tumblr shipped itself,1
your ass looks horrible oh your face,0
first time slough checked out new station floor hashtag lifeontheroad,1
thats pretty love sky background purple highlights dull colors great,1
am actual stranded at ma dads maself n fuckin fire alarm went off n dunno if its his gaff or whole building,0
its your party has divided nation inflame minority population as well as pander are disgrace,0
were owned by losers twitter hashtag sad,3
amateur author twitter might most depressing thing ive ever seen,3
waiting figure out like from 0 100 real quick irritation,0
loved hashtag sing hashtag tiff but 1 q there 1 japanese line but obviously spoken by non japanese no way find japanese 1 line,1
there was thinking hashtag ukip were party angry old men how wrong can,0
imagine being stupid trying chirp because some racist prick,0
ti shawty lo beef one more underrated ones hiphop history chockfull wit bravado hilarity,1
swear if blocks going hit her back hashtag revenge,0
jesus made think all vols v fl games ive seen ive never seen win hashtag depression,3
seems like fight ready rage,0
last episode hashtag makingamurderer poor brendan glad they hashtag appeal hashtag crime hashtag documentary hashtag reallife,1
very little frustrates as much as misplacing something been looking keys 2 hours now,0
brother know we know his life was not danger gun law got people country fearing their life white people,0
sixth form see at 830 morning hashtag revolting children hashtag yr7 hashtag assembly,0
look what we have available store nownnliquid incense those who cant burn sticks or cones or have smoke they home,1
georgia techs secondary as soft as marshmallow,2
why does having anxiety drain some much your energy hashtag anxiety hashtag sotired hashtag needtosleepforhours,3
nutella pine green forget nots are ivory frozen god,1
presentations propensity hilarity plays large part determining its funnyoffensive ratio how well such thoughts go over,1
single tear him being joyous hes deleted monster has brought generations despair,1
watched tna first time long time what hell happened hashtag hardyboys hashtag impactonpop hashtag wwe,3
ever been really lonely your phone keeps blowing up but cant pick up respond people hashtag recluse hashtag issues,3
new gun emoji ios10 not enough show anger have towards number things,0
fuck mewhat fuuuuuuuck did watch hashtag stageschool awfulno flatters hashtag shocking,0
u fucked house up ill always hold grudge,0
youre right choice had slam him he one ignorant man really resent statement don king an embarrassment,0
also your car hahahah oh weve broken down lemme rearrange car quickly hashtag nightmare,3
try not let anger seep into reviews but resent having time wasted books like time precious,0
he who slow anger better than mighty he who rules his spirit than he who takes citynp1632 hashtag bibleverse hashtag pride hashtag anger,0
watch amazing lively broadcast by hashtag lively hashtag musically,1
ok really sunk seeing few hours wow,1
reflection grind has been real working 2 jobs amp being school hashtag ksudsm hashtag ksu hashtag recruiter hashtag instructor hashtag tumble hashtag gradschool,2
its old sadly,3
depressing,3
hi monica write regularly but not bees never dared try them hashtag buzz hashtag honey,1
grim should find broken matt hardy because he can delete everything lol,1
life went from happy unhappy,3
what fucking muppet hashtag fuming hashtag stalker,0
not giving fuck better than revenge,0
opened message brooke sent got am weak as fuck she fucking bully no reason,0
gundlach calling rounding top doom gloom 15 down move,3
sadly there constitutional right have abortion yet there constitutional right life safety net protects those rights,3
discriminate only generates hatenand when hate then youre bound get irate,0
am inconsolable at gif context,3
apparently hes supposed have scottish accent hashtag offended,0
would give her their naked body,2
getting ready open tastings at whisky shop dufftown autumn festival hashtag panic hashtag murraymcdavid hashtag whisky hashtag drams,1
both trump king are relentless selfpromoters who dont give rip about anyone else perfect match both donalds,0
day youve made nnlet us rehoi rejoice glad all am nnnnhashtag aja ngood morning,1
dont get how people can leave their phone dont disturb all daydoes your mom not threaten when dont respond within seconds,0
feeling worthless as always,3
lmboo using nephew meme,1
stayed at hotel who packed picnic lunches take road hashtag bettertogether,1
false alarm shes not coming out today,3
overwhelming sadness too shall pass hashtag lost hashtag lonley hashtag startingover,3
mm nothing like good old fashioned panic induced cry your living room floor,3
starved content id take but id def pout about,3
sorry angry drone flew away,0
didnt think cadres not getting src deployment would make some cadres bitter ku tough macom,0
ok scrubbed hands 5 times before trying put them inneyeballs hashtag burning nhashtag evenmoreblind accidentally scared hashtag cat whilst hashtag screeching,3
ummm blog says simon stehr faking 7thill expect an investigation forthwith an,0
had no idea until came off air directing at 7pm hashtag shocking,0
why cant mine hashtag forlorn,1
there some hilarity someone who literally openly antiscience calling others antiscience,1
most americans think media nothing but government propaganda bs hashtag lies hashtag control hashtag bs hashtag riggedsystem hashtag distrust hashtag garbage hashtag oreillyfactor,0
panic attacks are worst feeling really sick still shaking should sleep hashtag depression,3
lord jesus dont want prison want free entice heart beauty your truth amp allow rejoice amen,2
only hashtag true hashtag depression hashtag fans get one,3
where your indignation outrage over unarmed deaf white man who was shot killed by black officer clt nc,0
take little make childs life joyful why do we work hard make their lives hell peace,3
whats good we already hit rock bottom even though about two more seasons away from new depths despair hashtag playoffs hashtag njdevils,3
depress now,3
every day have think mind pleasing god decision making way react treat ppl speak am pleasing god,2
anxiety have right now,3
ummm dragons fury though,0
there no hashtag gaming video today an old friend mine passed last night taking some time grieve thank hashtag standuptocancer,3
kind confused one thing do right now has great future but other hand does new thing hashtag lost hashtag needhelp,3
all optimism,2
idiots like larry sanders scare us allhow can morons these days rush 2 judge hashtag police wo all facts yetfu thugs,0
how did chop feel still feel sting looks brutal,0
even if he says nothing hell still piss some people off hes gotta decide who he wants make angry,0
evening all dont forget its hashtag robinhoodhour tonight nn hashtag bizitalk hashtag bizhour hashtag southyorkshire hashtag mansfieldhour hashtag sheffieldhour hashtag nottshour,1
fuckin hell even seeing your face makes fume,0
anytime gets near mic someone needs smack him w bat hashtag awful hashtag marblesinmouth,0
snap hialeshia,1
people call pov kx4 make night,1
some casuals tweets vic has faved are making gag hashtag bitter,0
have anger issues,0
hashtag eft single most effective tool ive learned 40 years being therapistdr curtis steele psychiatrist hashtag stress hashtag anxiety,3
who allowed pereira start taking all set pieces fuming,0
hey hashtag sparkling word picked 4 biz card,1
hashtag texans should never play prime time game againthis hashtag tnf,0
flight 815 crashed lost island 2004 hashtag lost,3
sir are hilarious,1
awh tiff youre such great friend love thank,1
had really strange awful dreams last night id didnt even eat cheese before bed hashtag nightmare hashtag lovemysleep,3
good head good heart are always formidable combination nelson mandela,2
by all accounts he was poor first half started showboating once game was safe,0
hell hath not fury like hamstring cramp hashtag ouch,0
method into thin out assault corridor thine liveliness chd,0
wow bill 4477 hav text from u prove have taken 148 hashtag swines hashtag con,0
yes think he held grudge,0
hashtag weirdwednesday okay jumpscared hashtag poop out right there bad dog bad total codebrown favorite pants hashtag damnit,0
heard back2back guess thats why they call blues amp shes got look but can only sing tickle sacks version,1
how much time should give friend who lost his laptop mourn before can ask him give his laptop charger extra battery,3
hashtag never hashtag afraid hashtag start over its hashtag new hashtag chance hashtag rebuild what want,2
after nervous couple days test results now confirm life no different whatsoever as result two actors divorcing phew,3
itll like burning rap albums theyll have buy first but gosh darn they have get rid,0
manchester united v manchester city hashtag happy days hashtag efl,1
theyre both awful their own ways but saying way he treated aniston alone makes him nightmare male narcissist avoided,0
its sad theres always such optimism new year isnot good,3
trial result hashtag sadness,3
hashtag soywax limited edition horror candles going up follow us all latest news,1
does she really need pout all time getting nerves hashtag gbbo,0
cant wait she said cheerfully grinned,1
police officersshould not have right shoot human beings without provocation its wrongnnorconservative,0
google caffeinean sprightly lengthening into corridor re seo wgj,1
please stop your merriment very annoying,0
3 hashtag tmobile hashtag stores hashtag original hashtag note7 hashtag customer zero hashtag results whats going guys hashtag customerservice hashtag 2hour hashtag waittime,0
its simple get after two shots espresso grande decaf 130 degrees soy americano extra foam hashtag barista hashtag nightmare,0
concern mine big name falike malik tell other big potential fas steer clear franchise till gus gone,3
celebrate their belief jesus alive hell boiling pot shit actual shit,0
do not grow weary doing good treadlines are better than deadlines hashtag cgi2016,2
these na kids are relentless,0
dude new madden 17 haha,1
luckii changing many ways bc him its scary but joyful feeling making strong,1
screened own snap what kind narcissistic ass would smh,0
not there yet hasnt sunk yet rest up,0
dont wanna go work but want money hashtag sad,3
meanwhile are getting 740am train hope really really enjoy hotel shennan hashtag fuming,0
they irritate them their inch thick made up masks,0
beware fury weak king,2
noah ark its terrific design,1
start w 3 songs blue neighborhoodn1 wildn2foolsn3talk down hashtag wespernalson4too good hashtag serious kazinej feelz,1
got but were alarming,0
bring back heyday hashtag nominatebunkface,1
banter from craigen sutton bt fucking horrid,0
quarterback wrecks every time,0
as if he heard thought ether hashtag ex has posted hashtag facebook pic himself snuggling up said hashtag cats now hashtag angry,0
geometry today hannah started crying laughter because ms canning said pp lol,1
andrews hands start shaking he says hope die like right now,3
u got b kidding anu from your firm responded when sent contact details hashtag terrible hashtag customerexperience,0
we about get shit by wrath winter out nowhere,0
anxiety playing around help,3
an kind drive home from work today hashtag nightmare hashtag dailyfeels,3
lol senior year we would get early dismal work study he was her boss know what happened next,3
rt need one back whole cd was hard one hashtag rage flew through rhyme flow n 1 u speak dollar,0
has been most depressing week full rain ever lol,3
no kinda offended had ask,0
pride prejudice modern day keeping up kardashians ive never been offended life,0
why do have depression,3
lol ur caste even if whole village dies massali like cant chaudhry cheer up massali,1
most days dont know what heart beats hashtag depression,3
got up 4 hours go back work hashtag cantsleep hashtag excited,1
whats nicest way tell someone cheerfully whistling outside apartment door end them should they continue whistle,0
offend u,0
if go going blow some serious money idk if thats sacrifice willing make,2
lordderply its like yugioh animated shows,1
go follow hashtag beautiful hashtag snowgang amynicolehill12 hashtag princess hashtag fitness hashtag bodyposi hashtag haircut hashtag whitegirlwednesday,1
promised wouldnt live tweet but brought hashtag furious action ftw,0
hashtag peoplelikemebecause they see happy exterior not hopelessness sometimes feel inside hashtag anxiety hashtag anxietyprobz,3
dont think ill ever get used 630 alarm,3
when your body says fuck bitch aint sleepingnhashtag sleep hashtag cantsleep hashtag drained hashtag restless,0
getting comedic relief w during season premiere hashtag modernfamily what girl needs hashtag hilarious,1
spent over 2 fucking hours still cant get dam siva fragment fellwinters peak mountain hashtag angry,0
both afraid all same things,3
glad didnt watch smackdown because cant see men lose hashtag sohurt,3
liam too distant makes mourn,3
then he said talking about wills uncontrollable animals when moving another link these comments do not help hashtag fuming,0
he grumbled as he sat atop sushi bar stool crossing his arms defiantly playful gesture though he gave anyone who gt,0
quite simply hashtag worst hashtag airline hashtag worstairline ive ever used hashtag appauling hashtag dismal hashtag beyondajoke hashtag useless,0
trust lose wallet have call lifeguard amp swimmers social early as vc,0
charlie attempted suffocate cushion cheering much at great news,1
told therapist dance team now shes unhappy,3
if aint shaking no ass dont ask liquor rule hashtag 1,0
why are people offended by kendall he ends photo shoot like seriously shut fuck up,0
what shamefull unequal dangerous worrying world we live nowadays hashtag terrifying hashtag charlotte hashtag terrorism hashtag shitworldforourkids,0
lvg bribed all refs against utd his own personal revenge was foul prick,0
what an exhilarating last minute overtime hashtag wch2016,1
its lack company liveliness out here makes bored,3
freaking hate working hashtag word phone hashtag write hashtag writing hashtag writerslife hashtag writerproblems hashtag writer,0
not mention gra guy stops but lets 2 ppl front go wtf blood boiling,0
some erykah badu sedate,1
thought had pretty solid gpa as kin major now look at average dpt programs feel even more discouraged,3
background suffered bit at times hashtag stress always bit hashtag shy about 8 years ago aged 30 was made redundant thats when started,3
had panic attack when couldnt find hashtag twitter turns out twitter jerk can still see her hashtag nyssaalghul hashtag panic,3
were rather forlorn scanning witches house before resting back elphie grimmerie gone,3
stop presses saidproposed something racist,0
although dont expect trumpie understand difference between real things pretend things,0
everybody talking about first day fall but summer 16 never gonna die hashtag revenge,0
first day fall quarter tomorrow hashtag excited hashtag anxious hashtag blargh,1
ive never seen fast amp furious tokyo drift boutta watch,1
its interesting photo mono lisa crying as well as whole scene very depressing hashtag ele6200,3
swear people dont wanna see happy like they try do anything fuck up what got going,0
hashtag facebook hashtag depressing without even being there two apps want logging have missed at least two interesting hashtag events they,3
not going waste energy holding grudge against someone who wasnt even life year xd ntime release those feelings dislike,2
mom remember when narley died cried like baby hashtag bully,3
there despair underneath each every action neach every attempt pierce armour numbness mgla,3
keep talkin shit trying offend but youre petty as fuck,0
remember joey slagging england players off bringing out books after crap tournamentssame samecrap player hashtag bully,0
sad music,3
hashtag heavyheart these last couple days who are cause hashtag fear losing someone close hashtag amerikkka hashtag kkkops hashtag terencecrutcher,3
doing laundry watching 70s show bunch strangers hashtag happy hashtag birthday hashtag hashtag,1
chuckle any idea girl dragoness let out frustrated growl blowing smoke out her nostrils old man nodded,0
youre looking an argument not engaging hes not even speaking his own words not raging at him,0
yell bye garbage cheerfully after,1
how fuk who heck moved fridge should knock landlord door hashtag mad hashtag hashtag,0
cheer up,1
really sad amp surprising 1 side hashtag russia fighting against hashtag amp other supporting hashtag pak which epic centre 4 hashtag terrorism,3
scared ruffle feathers he resorted writing cryptic code hashtag unclecamscabin,3
electro set was pure enjoyment amp exhilarating captivating amp poetic raw exciting,1
yes but were specifically fuming about him not signing enough people,0
reached 10k followers wow thanks blues hashtag mcfc hashtag ctid,1
thats what afraid,0
now getting out hand freaked out by deathand god hashtag mommagrendel,3
am only one parking sensors who still manages reverse into things,3
fury road,0
if future doesnt fill existential dread are even real person,3
even after ref 5k fraud they still treat like dirt no returned calls or apology hashtag shocking hashtag customerservice,0
also madden isnt funniest game watch if there isnt much happening its boring,0
tooi really hope writers decide give us an return mcdanno we all love wo resentment amp animosity fingers crossed,2
today answered call from college rep who didnt realize did got hear part his lively debate about if evolution real,1
listening at work slice sunshine dreary cube world hashtag 9to5life,1
when was new hate judge judy sponsorship style but looking back was only thing worked hashtag recovery hashtag sober hashtag cantconacon,0
how had matty dawson not scored there,0
liar an bully president they say every vote matter well sorry youll not get vote until year 2020,0
interviewed one irate group two filmmakers who dont live here got stock statements thats not journalism,0
anyyyyone wanna go fright fest friday night,1
wish was kid again only stressful part was whether gabriella troy would get back together or not hashtag hsm2,3
ive been loving too long hashtag otisredding hashtag blues,1
look at those teef,0
seek conduct attacks against israel intended provoke reaction would further inflame feeling within islamic world,0
come lets make em hate make em pout they face,0
kik want swap pics post account anonymously if wish kik vsvplou hashtag kik hashtag kikme hashtag snap hashtag nudes hashtag tits hashtag snapchat,0
happy birthday have blessed day love from toronto hashtag bday hashtag smile,1
also who has amazon prime would like help girl out lol hashtag serious,1
id say your outrage really faux outrage,0
heads melted very tired but cant sleep,3
if angry bash out your frustration pastry hashtag gbbo,0
literally cracks up when see posts from 2 years ago later,1
its hard most folks realize how deep hatred until dive into murky end pool guy nuts,0
ultimately hashtag keithscott wasnt man they were there hand an arrest warrant thats what we know thats enough cause outrage,0
we can easily hashtag forgive hashtag child who hashtag afraid hashtag dark real hashtag tragedy hashtag life when hashtag men are hashtag afraid hashtag lightplato,2
fact we have presidential candidate speaks way trump does alarming thought higher peers hashtag fdt16,0
tvgirl like really pretty melancholic about life why hate myself,0
as if he heard thought ether hashtag ex has posted hashtag facebook pic himself snuggling up said hashtag cats now,0
ooh hashtag hygge candles jasmine tea amp hashtag gbbo,1
why should listen someone tie like,0
actually wait do constant outrage thing gets wick sometimes happened flick annoyance today,0
weve had no foreign policy but have had goofy secretary state john kerry his devil may care pose jaunty blue scarf,0
ima kitchen sink,3
how can hold grudge over year can barely hold one few minutes,0
shy failure nobler than an immodest success,2
we lost,3
too many are their yeah thing going cops shooting innocent people sad but not backyard hashtag sad hashtag blm,3
life hard its harder if ur stupid hashtag life hashtag love hashtag sadderness hashtag moreofsad hashtag howdoestears hashtag whatislife,3
rojo terrible defender,0
hashtag horrible lewis dunk has begun networking hashtag neogeo his holiday home mexico,0
king never once spoke out about how left crushes hashtag freespeech publishing worldnnhashtag trump hashtag horror hashtag scifi hashtag ccot hashtag p2,0
had dream last night chris brown created diss track about drake rihanna called hit first hashtag dark,1
should really study today chemistry but playing madden way more fun,1
ending how met your mother dreadful,0
having nail half hanging off absolutely fucking grim even acrylic holding,0
damn gud hashtag premiere hashtag lethalweaponhashtag funny,1
crying katherine only one whos like talking during anxiety attack gonna faint,3
was dreadful even after he met catfish he still thought was her,3
sorry heartbreaking scary if can happen there can happen anywhere please safe hashtag terror,3
dont ever grow weary doing gooddont see headlines look at trend lines hope hashtag cgi2016,2
neighbor dancing clayton homes commercial,1
there are adults commiting serious crimes name protestlike burning library how are we expecting them get warning,0
am about coward feel terrible but cant even face,3
hes seriously frustrating sometimes hashtag ugh,0
yal aggravate tf outta acting lying yal cant tell difference between dyke man rarely hard tell difference,0
honestly all care about selasi not messing up his lackadaisical attitude isnt good danishes,0
knowing have hair wash dry like knowing had english close reading your school bag do,3
gerard finally made up stairs little huff his face little more red than was before having little legs,1
why have vanity sizesnow sizes sxsevenxxs sometimes are too big wtf dear corporate jerks lithuania didnt need hashtag rant hashtag angry,0
couldnt get either bits started drooping shouldnt droop gp said mooncup alone blame,0
even death unreliable instead zero may some ghastly hallucination such as square root minus one samuel beckett,3
why evil corrupt fuck still knocking about wrong people die telling do job grim reaper,0
bain life having drive cash point then shop change pound coins then gym all bastard sunbed hashtag grim,0
wanna kill destroy want died want her back hashtag emo hashtag scene hashtag fuck hashtag die hashtag hatered,0
successful people always have two things their lips hashtag silence nd hashtag smile smile avoid problems nd silence avoid problems too,1
all bright places,3
all best moto gp loosing very talented rider,3
can please not have canadian players play us players lag atrocious hashtag fixthisgame hashtag trash hashtag sfvrefund hashtag rage,0
no respect people who force their opinions others yet get offended when someone does same them,0
getting use not having phone its sad,3
any possibly kg being bought out as player he can buy from glen as minority owner,1
how hard get touch one simple question cant find answer website 1 hour waiting online chat hashtag rage,0
part queensbury shocking disgrace route from station morrisons festooned rubbish,0
done your piano blues playing smooth talking ass nexttt,0
how can even forget pick ur fave child up from school,0
are prepurchased tickets being sent soon coming saturday evening show tickets are no show hashtag panic hashtag hoys,3
yeah was sooo horrific needed sit down,0
lost wallet then found then lost again then found ncollege brazy,2
migraine hangover all day stood up do dishes now exhausted again gad depression amp chronic pain hashtag depression hashtag pain,3
girouds beard making angry,0
bloody right,0
nothings hashtag workingyoure feeling your lifes edgecould go either way hashtag lost all reason hashtag livingjesuschristhealssavesask hashtag fatloss,3
seeing an old coworker his wife mourn loss their 23 year old daughter was one saddest things ive ever seen,3
somebody who has braved storm brewing,2
love when hashtag girls are busy teaching how hashtag pout while taking hashtag selfie mall their desication immense hashtag women love hashtag perfection,1
oldest cat pisses off shes always been weary kennen senile kinda but recently shes been sweet until she attacked bit him,0
what fuck am supposed do no lunch no dinner no money off work hashtag hangry hashtag day5,0
michelle one worst players bb history hashtag bb18 hashtag bbfinale,0
feel like am drowning hashtag depression hashtag anxiety hashtag falure hashtag worthless,3
910 character woman because if man fat hes jovial if woman fat shes useless maybe evil amirite,0
papercuts sting stub ur toe last like 10 secs,0
honestly today felt like maybe track isnt hashtag sad,3
turn shit off home button under accessibility nnwhen did innovation become mind fuckery hashtag iphonephonehome,0
hashtag bully worse than hashtag hitler hashtag demon under hashtag human guise its cause all hashtag middleeast problems,0
customer services got involved eventually completely wash their hands hashtag dreamornightmare,0
thoroughly love w zen jumin dont think id even have patience either them irl old weary,1
if anyone spoils any fucking shows haunt afterlife help god,0
nooooooooooooooooooooo we have stupid dismal lame winters where we maybe get some dangerous ice once,0
home where heart lies love little island but birth city aint acting right amp not feeling too good about,3
boys dm pictures your cocks best one get uploaded hashtag cumtribute hashtag dm hashtag snapchat hashtag snapme hashtag nudes hashtag dickpic hashtag cocktribute,1
kinda wished watched mischievous kiss before playful kiss,1
someone let snakes house bet kill bugger when get hands him hashtag rage hashtag huckfp2,0
dont fuck people who dont smile back at corridors,0
what 90s tv bully would call nerd but would rather shove one thousand nickels into right earhole than go new york comic con,0
forgot bring extra boxers y currently commando at starbucks exhilarating feel more liberated than angelina jolie,1
dude dead ass she said if she came shed start shit amy amp literally amy didnt do anything but cal her out her bs,0
fact they need start making all holidays maybe even e dry month pick theme we can have them all year,1
hashtag depression has wanting change past hashtag anxiety has focusing unknown future neither are about living present,3
how earth can send an email very annoyed customer,0
there was us diver named steele johnson id like him barred from olympics hashtag offended,0
divamagazine than straight people even arse straight guys who think means threesome fine hashtag angry hashtag fuming,0
your opinion worst delhi govt hashtag acrid hashtag bitter hashtag hypocrisy,0
whos not going hoco wants go fright fest saturday,1
youre pos rejoicing someones death,0
really want go fright night but really dont,1
thanks ios10 update even best app freezing crashing se hashtag angry,0
but throughout entire thing was shaking rlly bad heart was racing was almost tears lmao thanks mr,3
theyre like rape apologists who inadvertently make men sound like rabid mindless beasts friends like these,0
frustration looking up at elphaba frown aggravation her high pitched voice was growing more more,0
its breezy out today cant go back school night bare legs like ive had all day,3
somebody needs tell staff at reading cappuccino supposed have thick layer foam coffee should hot hashtag awful again,0
show sucks hashtag lame hashtag awful even used same names lol bad hashtag failed hashtag notworth2minutes off air soon,0
have wee pop socks they keep falling off inside shoes,0
news disheartening everything going result lack understanding misinformation by media hashtag sadness,3
if hashtag invest new hashtag film stop asking invest new film hashtag concessions hashtag crime hashtag despair hashtag shortsightedness hashtag celebrities,3
trying book holiday flights website becoming,0
home where heart lies love little island but birth city aint acting right amp not feeling too good about hashtag restless,3
people call pov kx4 make night hashtag hilarious,1
dont provoke after letting down,0
ill say again if was black man id afraid leave house or have moving violationnnhashtag terrancecrutcher hashtag truth hashtag sad,3
medicine burning,3
want have spar prince smiles reaches his hilt his icy eyes keep aaron playful look his eyes,1
its unfortunate after all these years still struggling depression smh,3
holding grudge someone stop your blessings from god learn forgive amp forget,2
throwback when khloe kardashian was host x factor she was fucking terrible at,0
gloomy weather puts best mood,1
huge congratulations nicole winning big brother 18 hashtag bb18 sorry not sorry hashtag bbmichelle,1
what cant grasp besides yr cognitive dissonance raging away each incident re leoshooting separate,0
its sad when your man leaves work little bit late your worst fear oh no did he get stopped by police hashtag ourworld,3
awe thanks morgs love u lots girly,1
one time saw rachel from glee tell someone their job was pole said 5th grade boy he look confused,1
nwho nose where those scent roses wentnto spot orientnmummifiednin rapeseed oil friedneating drinking amp merriment,1
when your rewatching glee break down tears all over again,3
circle k dead hate your new slushie machine hashtag irate hashtag livid,0
offered gold or silver but they said nah hashtag bitcoin hashtag snap,0
aint serious hashtag houvsne hashtag igotbetterthingstodotonightthandie,0
630am meeting olympic house hashtag 10golds24 hashtag relentless hashtag neverquit hashtag believe hashtag dreambig hashtag teamtto hashtag going4gold,2
correction 26 ppl checked standing at gate amp flt 1449 took off without us,0
nonpermissive environment also called battleground hashtag milspeak hashtag hilarious,1
love when people make plans without actually including process hashtag rage,0
get soooo nervous when an actually attractive guy tries talk person like 910 turn him down from habit,3
cheap pout brodcast,0
cant pull myself out depression,3
